Cycle: 15  AE.A244  1.562_X	Cycle: 15  AE.A244  1.562_Y	Cycle: 16  AE.A244  3.125_X	Cycle: 16  AE.A244  3.125_Y	Cycle: 17  AE.A244  6.25 _X	Cycle: 17  AE.A244  6.25 _Y	Cycle: 18  AE.A244  12.5 _X	Cycle: 18  AE.A244  12.5 _Y	Cycle: 19  AE.A244  25 µg_X	Cycle: 19  AE.A244  25 µg_Y	Cycle: 20  AE.A244  50 µg_X	Cycle: 20  AE.A244  50 µg_Y	Cycle: 21  AE.A244  100 µ_X	Cycle: 21  AE.A244  100 µ_Y	Cycle: 22  AE.A244  200 µ_X	Cycle: 22  AE.A244  200 µ_Y
626.94	0.360507	627.04	1.88864	627.04	3.78839	627.04	7.44485	626.94	15.8021	626.94	31.8461	627.04	53.0847	627.04	85.3539
627.04	0.355438	627.14	1.87418	627.14	3.78137	627.14	7.44485	627.04	15.8068	627.04	31.8508	627.14	53.0847	627.14	85.3539
627.14	0.365204	627.24	1.87418	627.24	3.78607	627.24	7.44485	627.14	15.8068	627.14	31.8477	627.24	53.0847	627.24	85.3539
627.24	0.350739	627.34	1.86911	627.34	3.78802	627.34	7.43979	627.24	15.8021	627.24	31.843	627.34	53.0796	627.34	85.3488
627.34	0.338658	627.44	1.87144	627.44	3.79505	627.44	7.44681	627.34	15.79	627.34	31.8379	627.44	53.0866	627.44	85.3558
627.44	0.355444	627.54	1.88394	627.54	3.8048	627.54	7.45657	627.44	15.797	627.44	31.8449	627.54	53.0964	627.54	85.3754
627.54	0.365204	627.64	1.88394	627.64	3.80481	627.64	7.45346	627.54	15.8068	627.54	31.85	627.64	53.0913	627.64	85.3754
627.64	0.365204	627.74	1.87418	627.74	3.78998	627.74	7.44876	627.64	15.8068	627.64	31.843	627.74	53.0839	627.74	85.3656
627.74	0.355438	627.84	1.87418	627.84	3.797	627.84	7.439	627.74	15.8036	627.74	31.8332	627.84	53.0768	627.84	85.3656
627.84	0.352325	627.94	1.87418	627.94	3.797	627.94	7.439	627.84	15.799	627.84	31.8332	627.94	53.0815	627.94	85.3656
627.94	0.350739	628.04	1.87418	628.04	3.797	628.04	7.439	627.94	15.799	627.94	31.8332	628.04	53.0886	628.04	85.3754
628.04	0.355438	628.14	1.8558	628.14	3.7884	628.14	7.4335	628.04	15.8087	628.04	31.843	628.14	53.0831	628.14	85.3668
628.14	0.346832	628.24	1.8605	628.24	3.79309	628.24	7.4429	628.14	15.7954	628.14	31.8312	628.24	53.0925	628.24	85.3715
628.24	0.351532	628.34	1.88199	628.34	3.80792	628.34	7.44174	628.24	15.7931	628.24	31.8312	628.34	53.1042	628.34	85.3785
628.34	0.363244	628.44	1.87497	628.44	3.80091	628.44	7.42533	628.34	15.8048	628.34	31.8429	628.44	53.0894	628.44	85.3597
628.44	0.351535	628.54	1.87692	628.54	3.79583	628.54	7.43002	628.44	15.8029	628.44	31.8312	628.54	53.0925	628.54	85.3691
628.54	0.353119	628.64	1.89371	628.64	3.80285	628.64	7.44211	628.54	15.8076	628.54	31.8359	628.64	53.1042	628.64	85.3832
628.64	0.365204	628.74	1.88394	628.74	3.80286	628.74	7.43509	628.64	15.8115	628.64	31.8383	628.74	53.1042	628.74	85.3832
628.74	0.368317	628.84	1.87924	628.84	3.81262	628.84	7.43979	628.74	15.8068	628.74	31.841	628.84	53.1042	628.84	85.3832
628.84	0.373016	628.94	1.88669	628.94	3.81262	628.94	7.44681	628.84	15.8068	628.84	31.841	628.94	53.1042	628.94	85.3832
628.94	0.382779	629.04	1.88431	629.04	3.80793	629.04	7.43235	628.94	15.8068	628.94	31.841	629.04	53.1093	629.04	85.3785
629.04	0.378082	629.14	1.87027	629.14	3.80091	629.14	7.43509	629.04	15.8021	629.04	31.8316	629.14	53.0925	629.14	85.3715
629.14	0.371063	629.24	1.87027	629.24	3.8009	629.24	7.43509	629.14	15.795	629.14	31.8176	629.24	53.0972	629.24	85.3715
629.24	0.371063	629.34	1.87027	629.34	3.8009	629.34	7.43509	629.24	15.8048	629.24	31.8176	629.34	53.1042	629.34	85.3715
629.34	0.371063	629.44	1.87027	629.44	3.8009	629.44	7.43509	629.34	15.8048	629.34	31.8223	629.44	53.0995	629.44	85.3617
629.44	0.371063	629.54	1.87027	629.54	3.8009	629.54	7.43509	629.44	15.8048	629.44	31.8293	629.54	53.0925	629.54	85.3617
629.54	0.371063	629.64	1.87027	629.64	3.8009	629.64	7.44016	629.54	15.8048	629.54	31.8195	629.64	53.0972	629.64	85.3617
629.64	0.382782	629.74	1.88669	629.74	3.8056	629.74	7.43784	629.64	15.8048	629.64	31.8293	629.74	53.114	629.74	85.3664
629.74	0.387482	629.84	1.89371	629.84	3.81262	629.84	7.44485	629.74	15.8095	629.74	31.8242	629.84	53.114	629.84	85.3734
629.84	0.394498	629.94	1.889	629.94	3.81768	629.94	7.43039	629.84	15.8118	629.84	31.8312	629.94	53.0995	629.94	85.3785
629.94	0.389797	630.04	1.88199	630.04	3.81067	630.04	7.42337	629.94	15.8001	629.94	31.8265	630.04	53.0925	630.04	85.3715
630.04	0.379669	630.14	1.88901	630.14	3.82238	630.14	7.43509	630.04	15.7931	630.04	31.8195	630.14	53.1089	630.14	85.3832
630.14	0.389801	630.24	1.88199	630.24	3.82239	630.24	7.43509	630.14	15.8048	630.14	31.8312	630.24	53.1159	630.24	85.3687
630.24	0.394501	630.34	1.89645	630.34	3.82709	630.34	7.44955	630.24	15.8048	630.24	31.8312	630.34	53.1206	630.34	85.3664
630.34	0.399198	630.44	1.88199	630.44	3.82239	630.44	7.44486	630.34	15.8193	630.34	31.8359	630.44	53.1159	630.44	85.3617
630.44	0.404271	630.54	1.889	630.54	3.8294	630.54	7.4421	630.44	15.8193	630.44	31.8265	630.54	53.1229	630.54	85.3656
630.54	0.408173	630.64	1.88669	630.64	3.82239	630.64	7.44485	630.54	15.8333	630.54	31.8265	630.64	53.1159	630.64	85.3539
630.64	0.399567	630.74	1.89371	630.74	3.82709	630.74	7.44955	630.64	15.8216	630.64	31.8195	630.74	53.1206	630.74	85.3586
630.74	0.405853	630.84	1.89371	630.84	3.83411	630.84	7.45657	630.74	15.8193	630.74	31.8242	630.84	53.1276	630.84	85.3656
630.84	0.411285	630.94	1.89371	630.94	3.84387	630.94	7.45657	630.84	15.8427	630.84	31.8312	630.94	53.1276	630.94	85.3609
630.94	0.415985	631.04	1.89371	631.04	3.84387	631.04	7.46634	630.94	15.845	630.94	31.8312	631.04	53.1276	631.04	85.3539
631.04	0.415985	631.14	1.89371	631.14	3.84076	631.14	7.46164	631.04	15.838	631.04	31.8312	631.14	53.1276	631.14	85.3441
631.14	0.415985	631.24	1.89371	631.24	3.82629	631.24	7.45462	631.14	15.838	631.14	31.8312	631.24	53.1276	631.24	85.3441
631.24	0.415985	631.34	1.88199	631.34	3.82434	631.34	7.4429	631.24	15.8427	631.24	31.8312	631.34	53.1257	631.34	85.3324
631.34	0.401154	631.44	1.88199	631.44	3.82434	631.44	7.4429	631.34	15.8333	631.34	31.8293	631.44	53.1257	631.44	85.3371
631.44	0.396454	631.54	1.88199	631.54	3.82434	631.54	7.4429	631.44	15.8361	631.44	31.8195	631.54	53.1257	631.54	85.3441
631.54	0.396454	631.64	1.88669	631.64	3.82434	631.64	7.4429	631.54	15.8361	631.54	31.8293	631.64	53.119	631.64	85.3344
631.64	0.406219	631.74	1.89841	631.74	3.82904	631.74	7.4476	631.64	15.8361	631.64	31.8391	631.74	53.1284	631.74	85.3391
631.74	0.401154	631.84	1.90543	631.84	3.83136	631.84	7.46439	631.74	15.8408	631.74	31.8406	631.84	53.1354	631.84	85.3461
631.84	0.408173	631.94	1.91519	631.94	3.81927	631.94	7.45462	631.84	15.8478	631.84	31.8461	631.94	53.1354	631.94	85.3414
631.94	0.408173	632.04	1.91519	632.04	3.83136	632.04	7.45462	631.94	15.8478	631.94	31.8508	632.04	53.1237	632.04	85.3344
632.04	0.408173	632.14	1.91519	632.14	3.82904	632.14	7.45932	632.04	15.8525	632.04	31.8508	632.14	53.1237	632.14	85.3344
632.14	0.398407	632.24	1.91519	632.24	3.83136	632.24	7.46634	632.14	15.8595	632.14	31.8574	632.24	53.1284	632.24	85.3344
632.24	0.40152	632.34	1.91519	632.34	3.82434	632.34	7.4761	632.24	15.8595	632.24	31.8527	632.34	53.1354	632.34	85.3344
632.34	0.406219	632.44	1.91519	632.44	3.82434	632.44	7.4761	632.34	15.8595	632.34	31.8527	632.44	53.1354	632.44	85.3344
632.44	0.403107	632.54	1.91519	632.54	3.81927	632.54	7.4761	632.44	15.8693	632.44	31.843	632.54	53.1354	632.54	85.3344
632.54	0.398407	632.64	1.90543	632.64	3.81183	632.64	7.46634	632.54	15.8646	632.54	31.8527	632.64	53.1257	632.64	85.3246
632.64	0.388641	632.74	1.90543	632.74	3.81458	632.74	7.46634	632.64	15.8525	632.64	31.843	632.74	53.1257	632.74	85.3246
632.74	0.388641	632.84	1.90543	632.84	3.81458	632.84	7.46634	632.74	15.845	632.74	31.843	632.84	53.1257	632.84	85.3293
632.84	0.39176	632.94	1.91519	632.94	3.82904	632.94	7.4761	632.84	15.838	632.84	31.843	632.94	53.1354	632.94	85.3344
632.94	0.403107	633.04	1.91519	633.04	3.83606	633.04	7.48782	632.94	15.8622	632.94	31.8527	633.04	53.1354	633.04	85.3344
633.04	0.40152	633.14	1.91989	633.14	3.83606	633.14	7.48782	633.04	15.8693	633.04	31.8527	633.14	53.1354	633.14	85.3344
633.14	0.406219	633.24	1.93002	633.24	3.83447	633.24	7.48392	633.14	15.8595	633.14	31.848	633.24	53.1385	633.24	85.3375
633.24	0.406219	633.34	1.93161	633.34	3.82904	633.34	7.49252	633.24	15.8626	633.24	31.8441	633.34	53.1354	633.34	85.3391
633.34	0.412871	633.44	1.93003	633.44	3.82746	633.44	7.49094	633.34	15.874	633.34	31.8457	633.44	53.1268	633.44	85.3328
633.44	0.411288	633.54	1.93472	633.54	3.83215	633.54	7.49563	633.44	15.8724	633.44	31.8441	633.54	53.1362	633.54	85.3207
633.54	0.415985	633.64	1.93472	633.64	3.82745	633.64	7.49564	633.54	15.8771	633.54	31.8488	633.64	53.1385	633.64	85.3304
633.64	0.415985	633.74	1.92496	633.74	3.82043	633.74	7.49875	633.64	15.8771	633.64	31.8488	633.74	53.1315	633.74	85.3207
633.74	0.415985	633.84	1.92496	633.84	3.81732	633.84	7.50034	633.74	15.8771	633.74	31.8488	633.84	53.1315	633.84	85.3207
633.84	0.415985	633.94	1.92807	633.94	3.81262	633.94	7.50735	633.84	15.8771	633.84	31.8438	633.94	53.1315	633.94	85.3207
633.94	0.415985	634.04	1.93277	634.04	3.81262	634.04	7.50735	633.94	15.8802	633.94	31.8508	634.04	53.1315	634.04	85.3207
634.04	0.425751	634.14	1.94138	634.14	3.82433	634.14	7.51907	634.04	15.8849	634.04	31.8461	634.14	53.1432	634.14	85.3226
634.14	0.437469	634.24	1.93668	634.24	3.82434	634.24	7.52219	634.14	15.8868	634.14	31.8508	634.24	53.1432	634.24	85.3195
634.24	0.437469	634.34	1.92496	634.34	3.82434	634.34	7.51517	634.24	15.8868	634.24	31.8508	634.34	53.1315	634.34	85.3031
634.34	0.421051	634.44	1.92496	634.44	3.82434	634.44	7.51517	634.34	15.8751	634.34	31.8391	634.44	53.1315	634.44	85.3031
634.44	0.414032	634.54	1.92496	634.54	3.82434	634.54	7.51517	634.44	15.8751	634.44	31.8293	634.54	53.1284	634.54	85.3031
634.54	0.414032	634.64	1.93198	634.64	3.83605	634.64	7.52689	634.54	15.8751	634.54	31.8293	634.64	53.1354	634.64	85.3148
634.64	0.425751	634.74	1.91794	634.74	3.82434	634.74	7.51517	634.64	15.8966	634.64	31.8312	634.74	53.1237	634.74	85.3031
634.74	0.414032	634.84	1.94644	634.84	3.83606	634.84	7.52689	634.74	15.8849	634.74	31.8195	634.84	53.1354	634.84	85.3199
634.84	0.425744	634.94	1.93472	634.94	3.81964	634.94	7.51517	634.84	15.8935	634.84	31.8312	634.94	53.1237	634.94	85.3011
634.94	0.420685	635.04	1.92496	635.04	3.81262	635.04	7.51517	634.94	15.8771	634.94	31.8293	635.04	53.1237	635.04	85.3011
635.04	0.415985	635.14	1.92496	635.14	3.81262	635.14	7.50345	635.04	15.8802	635.04	31.8242	635.14	53.119	635.14	85.3011
635.14	0.415985	635.24	1.93979	635.24	3.82434	635.24	7.51517	635.14	15.8818	635.14	31.8312	635.24	53.1237	635.24	85.3129
635.24	0.427704	635.34	1.94919	635.34	3.82904	635.34	7.51987	635.24	15.8986	635.24	31.8383	635.34	53.1284	635.34	85.3176
635.34	0.427708	635.44	1.95621	635.44	3.83295	635.44	7.52689	635.34	15.9064	635.34	31.8359	635.44	53.1323	635.44	85.3246
635.44	0.437469	635.54	1.95621	635.54	3.82825	635.54	7.52689	635.44	15.915	635.44	31.843	635.54	53.1179	635.54	85.3215
635.54	0.434357	635.64	1.95621	635.64	3.83136	635.64	7.52689	635.54	15.9134	635.54	31.8398	635.64	53.1179	635.64	85.3265
635.64	0.429657	635.74	1.95151	635.74	3.84113	635.74	7.52689	635.64	15.915	635.64	31.8351	635.74	53.1132	635.74	85.3218
635.74	0.424957	635.84	1.94449	635.84	3.83411	635.84	7.52219	635.74	15.9087	635.74	31.8304	635.84	53.1061	635.84	85.3148
635.84	0.413239	635.94	1.94449	635.94	3.83411	635.94	7.52689	635.84	15.9064	635.84	31.8234	635.94	53.1014	635.94	85.3101
635.94	0.406219	636.04	1.94919	636.04	3.83411	636.04	7.51517	635.94	15.9064	635.94	31.8234	636.04	53.0944	636.04	85.3148
636.04	0.415985	636.14	1.95425	636.14	3.84857	636.14	7.52493	636.04	15.9064	636.04	31.8187	636.14	53.1139	636.14	85.3246
636.14	0.415985	636.24	1.94449	636.24	3.84583	636.24	7.51517	636.14	15.9161	636.14	31.8215	636.24	53.0944	636.24	85.3148
636.24	0.406219	636.34	1.95425	636.34	3.85559	636.34	7.52493	636.24	15.9064	636.24	31.8117	636.34	53.114	636.34	85.3344
636.34	0.415979	636.44	1.94761	636.44	3.8509	636.44	7.51517	636.34	15.9161	636.34	31.8215	636.44	53.1042	636.44	85.3215
636.44	0.406225	636.54	1.96206	636.54	3.85363	636.54	7.52493	636.44	15.9064	636.44	31.8117	636.54	53.1139	636.54	85.3168
636.54	0.415985	636.64	1.9523	636.64	3.84388	636.64	7.51517	636.54	15.9161	636.54	31.8215	636.64	53.1042	636.64	85.307
636.64	0.40152	636.74	1.9523	636.74	3.84387	636.74	7.51517	636.64	15.9033	636.64	31.8117	636.74	53.0995	636.74	85.3168
636.74	0.394501	636.84	1.96207	636.84	3.85834	636.84	7.52493	636.74	15.8986	636.74	31.8117	636.84	53.1108	636.84	85.3265
636.84	0.40426	636.94	1.95231	636.94	3.84583	636.94	7.51517	636.84	15.9083	636.84	31.8215	636.94	53.0964	636.94	85.3168
636.94	0.394507	637.04	1.95895	637.04	3.85558	637.04	7.52493	636.94	15.8986	636.94	31.8086	637.04	53.1061	637.04	85.3265
637.04	0.404266	637.14	1.95425	637.14	3.85559	637.14	7.52493	637.04	15.9083	637.04	31.8137	637.14	53.1061	637.14	85.3265
637.14	0.414032	637.24	1.95425	637.24	3.86536	637.24	7.52493	637.14	15.9083	637.14	31.8137	637.24	53.0944	637.24	85.3218
637.24	0.414032	637.34	1.95425	637.34	3.86536	637.34	7.52182	637.24	15.9181	637.24	31.8137	637.34	53.0897	637.34	85.3148
637.34	0.414032	637.44	1.95425	637.44	3.86847	637.44	7.51712	637.34	15.9181	637.34	31.8137	637.44	53.0827	637.44	85.3148
637.44	0.418732	637.54	1.95425	637.54	3.87317	637.54	7.51712	637.44	15.9083	637.44	31.807	637.54	53.0913	637.54	85.3148
637.54	0.421051	637.64	1.96597	637.64	3.87317	637.64	7.51712	637.54	15.9083	637.54	31.8086	637.64	53.0866	637.64	85.3199
637.64	0.414032	637.74	1.95425	637.74	3.88293	637.74	7.51712	637.64	15.9181	637.64	31.8039	637.74	53.0866	637.74	85.3129
637.74	0.423798	637.84	1.94955	637.84	3.88293	637.84	7.51712	637.74	15.9134	637.74	31.8039	637.84	53.0866	637.84	85.3129
637.84	0.420685	637.94	1.94254	637.94	3.88293	637.94	7.51712	637.84	15.9064	637.84	31.8137	637.94	53.0917	637.94	85.3129
637.94	0.415985	638.04	1.93942	638.04	3.8927	638.04	7.51712	637.94	15.9064	637.94	31.8137	638.04	53.0847	638.04	85.3129
638.04	0.415985	638.14	1.94644	638.14	3.8927	638.14	7.51242	638.04	15.9064	638.04	31.8137	638.14	53.0847	638.14	85.3129
638.14	0.415985	638.24	1.94644	638.24	3.88959	638.24	7.5054	638.14	15.9064	638.14	31.809	638.24	53.0815	638.24	85.3098
638.24	0.411285	638.34	1.94644	638.34	3.88489	638.34	7.5054	638.24	15.9033	638.24	31.8019	638.34	53.0866	638.34	85.3051
638.34	0.404266	638.44	1.94644	638.44	3.888	638.44	7.5054	638.34	15.8986	638.34	31.8019	638.44	53.0866	638.44	85.3051
638.44	0.401154	638.54	1.94644	638.54	3.8927	638.54	7.5054	638.44	15.8986	638.44	31.8019	638.54	53.0866	638.54	85.3051
638.54	0.396454	638.64	1.95621	638.64	3.8927	638.64	7.50034	638.54	15.8986	638.54	31.8019	638.64	53.0819	638.64	85.3051
638.64	0.406219	638.74	1.96127	638.74	3.91223	638.74	7.51712	638.64	15.8986	638.64	31.8019	638.74	53.0847	638.74	85.3246
638.74	0.415985	638.84	1.94449	638.84	3.89935	638.84	7.50735	638.74	15.9083	638.74	31.8117	638.84	53.0749	638.84	85.3101
638.84	0.40152	638.94	1.93979	638.94	3.89465	638.94	7.50735	638.84	15.8939	638.84	31.8019	638.94	53.0749	638.94	85.3031
638.94	0.394501	639.04	1.93277	639.04	3.89465	639.04	7.50735	638.94	15.8966	638.94	31.8019	639.04	53.0749	639.04	85.3098
639.04	0.394501	639.14	1.93277	639.14	3.89465	639.14	7.5007	639.04	15.9013	639.04	31.8019	639.14	53.0749	639.14	85.3051
639.14	0.394501	639.24	1.93942	639.24	3.89465	639.24	7.50229	639.14	15.9083	639.14	31.8019	639.24	53.0847	639.24	85.3051
639.24	0.410919	639.34	1.93472	639.34	3.89465	639.34	7.49759	639.24	15.9036	639.24	31.8019	639.34	53.0847	639.34	85.3051
639.34	0.417944	639.44	1.94448	639.44	3.90441	639.44	7.50735	639.34	15.8966	639.34	31.8019	639.44	53.0944	639.44	85.3246
639.44	0.427698	639.54	1.93473	639.54	3.90442	639.54	7.50736	639.44	15.9161	639.44	31.8215	639.54	53.0944	639.54	85.3148
639.54	0.413239	639.64	1.93472	639.64	3.90442	639.64	7.50735	639.54	15.9064	639.54	31.8117	639.64	53.0944	639.64	85.3101
639.64	0.406219	639.74	1.94449	639.74	3.90442	639.74	7.49759	639.64	15.9064	639.64	31.8117	639.74	53.0913	639.74	85.3078
639.74	0.406219	639.84	1.93979	639.84	3.90442	639.84	7.49759	639.74	15.9064	639.74	31.8117	639.84	53.0964	639.84	85.3246
639.84	0.406219	639.94	1.93277	639.94	3.90442	639.94	7.49759	639.84	15.9064	639.84	31.8117	639.94	53.0964	639.94	85.3246
639.94	0.406219	640.04	1.93277	640.04	3.90442	640.04	7.49759	639.94	15.9064	639.94	31.8215	640.04	53.0964	640.04	85.3246
640.04	0.406219	640.14	1.93277	640.14	3.89972	640.14	7.49759	640.04	15.9064	640.04	31.8215	640.14	53.1061	640.14	85.3246
640.14	0.406219	640.24	1.93277	640.24	3.8927	640.24	7.49289	640.14	15.9017	640.14	31.8215	640.24	53.0964	640.24	85.3148
640.24	0.384735	640.34	1.93277	640.34	3.8927	640.34	7.48587	640.24	15.8947	640.24	31.8184	640.34	53.0917	640.34	85.3148
640.34	0.396454	640.44	1.92966	640.44	3.8927	640.44	7.48587	640.34	15.8915	640.34	31.8168	640.44	53.0847	640.44	85.3148
640.44	0.401154	640.54	1.92496	640.54	3.8927	640.54	7.48587	640.44	15.8868	640.44	31.8184	640.54	53.0944	640.54	85.3199
640.54	0.396454	640.64	1.92496	640.64	3.89428	640.64	7.49057	640.54	15.8868	640.54	31.8137	640.64	53.0991	640.64	85.3176
640.64	0.401154	640.74	1.92496	640.74	3.90948	640.74	7.49759	640.64	15.8915	640.64	31.8184	640.74	53.1061	640.74	85.3117
640.74	0.408173	640.84	1.91324	640.84	3.8927	640.84	7.4761	640.74	15.8986	640.74	31.8351	640.84	53.0944	640.84	85.2953
640.84	0.399567	640.94	1.91013	640.94	3.8927	640.94	7.4761	640.84	15.8868	640.84	31.8234	640.94	53.0944	640.94	85.2953
640.94	0.404266	641.04	1.91519	641.04	3.90247	641.04	7.4761	640.94	15.8868	640.94	31.8187	641.04	53.0944	641.04	85.2953
641.04	0.404266	641.14	1.91049	641.14	3.90247	641.14	7.48587	641.04	15.8868	641.04	31.8215	641.14	53.0944	641.14	85.2953
641.14	0.404266	641.24	1.89371	641.24	3.8927	641.24	7.4761	641.14	15.8868	641.14	31.8215	641.24	53.0991	641.24	85.2855
641.24	0.3992	641.34	1.89682	641.34	3.89581	641.34	7.47922	641.24	15.8724	641.24	31.8117	641.34	53.1093	641.34	85.2886
641.34	0.409333	641.44	1.90348	641.44	3.8974	641.44	7.48081	641.34	15.8782	641.34	31.8265	641.44	53.1108	641.44	85.3
641.44	0.401157	641.54	1.90152	641.54	3.90246	641.54	7.48587	641.44	15.8798	641.44	31.8234	641.54	53.1159	641.54	85.3051
641.54	0.415985	641.64	1.89841	641.64	3.90247	641.64	7.49094	641.54	15.8849	641.54	31.8215	641.64	53.1159	641.64	85.3051
641.64	0.406219	641.74	1.88705	641.74	3.88605	641.74	7.4675	641.64	15.8818	641.64	31.8215	641.74	53.121	641.74	85.2886
641.74	0.399567	641.84	1.89175	641.84	3.89075	641.84	7.4722	641.74	15.8821	641.74	31.8246	641.84	53.1257	641.84	85.2886
641.84	0.40426	641.94	1.88199	641.94	3.88098	641.94	7.46243	641.84	15.8868	641.84	31.8195	641.94	53.1159	641.94	85.2719
641.94	0.404266	642.04	1.88199	642.04	3.88098	642.04	7.4722	641.94	15.8724	641.94	31.8098	642.04	53.1159	642.04	85.2766
642.04	0.404266	642.14	1.88669	642.14	3.88568	642.14	7.4769	642.04	15.8654	642.04	31.8195	642.14	53.1206	642.14	85.2883
642.14	0.408966	642.24	1.89371	642.24	3.88959	642.24	7.48392	642.14	15.8701	642.14	31.8242	642.24	53.1276	642.24	85.2953
642.24	0.427704	642.34	1.88901	642.34	3.87512	642.34	7.47415	642.24	15.874	642.24	31.8312	642.34	53.1179	642.34	85.2855
642.34	0.417938	642.44	1.88199	642.44	3.86536	642.44	7.47415	642.34	15.8595	642.34	31.8215	642.44	53.1276	642.44	85.2855
642.44	0.41794	642.54	1.88199	642.54	3.86847	642.54	7.47726	642.44	15.8595	642.44	31.8215	642.54	53.126	642.54	85.2886
642.54	0.421051	642.64	1.87222	642.64	3.86341	642.64	7.4722	642.54	15.8724	642.54	31.8246	642.64	53.1089	642.64	85.2738
642.64	0.425751	642.74	1.86752	642.74	3.8634	642.74	7.4722	642.64	15.8673	642.64	31.8242	642.74	53.1257	642.74	85.2769
642.74	0.421051	642.84	1.8605	642.84	3.86652	642.84	7.4722	642.74	15.8673	642.74	31.841	642.84	53.1112	642.84	85.2816
642.84	0.41403	642.94	1.85739	642.94	3.8681	642.94	7.46908	642.84	15.8626	642.84	31.841	642.94	53.1108	642.94	85.2687
642.94	0.407805	643.04	1.85269	643.04	3.8634	643.04	7.46439	642.94	15.8622	642.94	31.8379	643.04	53.1093	643.04	85.2769
643.04	0.404633	643.14	1.86441	643.14	3.8634	643.14	7.46439	643.04	15.8509	643.04	31.8363	643.14	53.1139	643.14	85.2687
643.14	0.410919	643.24	1.85464	643.24	3.85364	643.24	7.45462	643.14	15.8654	643.14	31.841	643.24	53.1042	643.24	85.2543
643.24	0.396454	643.34	1.85464	643.34	3.84387	643.34	7.45462	643.24	15.8556	643.24	31.8363	643.34	53.1042	643.34	85.2543
643.34	0.396454	643.44	1.84293	643.44	3.84387	643.44	7.45773	643.34	15.8603	643.34	31.8293	643.44	53.1089	643.44	85.2543
643.44	0.396454	643.54	1.85464	643.54	3.84387	643.54	7.45932	643.44	15.8673	643.44	31.8293	643.54	53.1159	643.54	85.2543
643.54	0.399567	643.64	1.84488	643.64	3.82941	643.64	7.44485	643.54	15.8673	643.54	31.8262	643.64	53.1061	643.64	85.2445
643.64	0.384735	643.74	1.84018	643.74	3.82709	643.74	7.44485	643.64	15.8528	643.64	31.8215	643.74	53.1061	643.74	85.2445
643.74	0.394501	643.84	1.83316	643.84	3.81964	643.84	7.44797	643.74	15.8458	643.74	31.8215	643.84	53.1061	643.84	85.2347
643.84	0.394504	643.94	1.83786	643.94	3.82203	643.94	7.45426	643.84	15.8458	643.84	31.8215	643.94	53.1108	643.94	85.2394
643.94	0.399205	644.04	1.84487	644.04	3.83606	644.04	7.45657	643.94	15.8505	643.94	31.8262	644.04	53.121	644.04	85.2465
644.04	0.406219	644.14	1.84018	644.14	3.8216	644.14	7.45187	644.04	15.8673	644.04	31.8332	644.14	53.121	644.14	85.2418
644.14	0.40152	644.24	1.83786	644.24	3.81927	644.24	7.44955	644.14	15.8626	644.14	31.8238	644.24	53.1187	644.24	85.2394
644.24	0.3992	644.34	1.84018	644.34	3.82159	644.34	7.44211	644.24	15.8603	644.24	31.8242	644.34	53.121	644.34	85.2418
644.34	0.401515	644.44	1.83316	644.44	3.81458	644.44	7.43509	644.34	15.8626	644.34	31.8265	644.44	53.114	644.44	85.2347
644.44	0.404269	644.54	1.82614	644.54	3.81927	644.54	7.43979	644.44	15.8556	644.44	31.8195	644.54	53.1186	644.54	85.2394
644.54	0.3992	644.64	1.83316	644.64	3.82629	644.64	7.44681	644.54	15.8572	644.54	31.8242	644.64	53.1257	644.64	85.2418
644.64	0.415985	644.74	1.82339	644.74	3.81653	644.74	7.43234	644.64	15.8693	644.64	31.841	644.74	53.1159	644.74	85.225
644.74	0.396454	644.84	1.82339	644.84	3.81653	644.84	7.42532	644.74	15.8595	644.74	31.8281	644.84	53.1159	644.84	85.225
644.84	0.396454	644.94	1.82339	644.94	3.81652	644.94	7.41555	644.84	15.8595	644.84	31.8234	644.94	53.1159	644.94	85.2297
644.94	0.39645	645.04	1.82846	645.04	3.80988	645.04	7.40891	644.94	15.8548	644.94	31.8234	645.04	53.1093	645.04	85.23
645.04	0.386688	645.14	1.83316	645.14	3.81457	645.14	7.4183	645.04	15.8509	645.04	31.8168	645.14	53.1139	645.14	85.225
645.14	0.386688	645.24	1.83316	645.24	3.81458	645.24	7.42532	645.14	15.8556	645.14	31.8215	645.24	53.114	645.24	85.2203
645.24	0.386688	645.34	1.83316	645.34	3.81458	645.34	7.42062	645.24	15.8556	645.24	31.8168	645.34	53.114	645.34	85.2133
645.34	0.386688	645.44	1.83316	645.44	3.80481	645.44	7.4136	645.34	15.8556	645.34	31.8098	645.44	53.1089	645.44	85.2035
645.44	0.386688	645.54	1.83316	645.54	3.81769	645.54	7.4136	645.44	15.8654	645.44	31.8098	645.54	53.1159	645.54	85.2133
645.54	0.386688	645.64	1.82144	645.64	3.81068	645.64	7.40189	645.54	15.8556	645.54	31.8098	645.64	53.1042	645.64	85.2062
645.64	0.374969	645.74	1.82144	645.74	3.79779	645.74	7.40189	645.64	15.8439	645.64	31.798	645.74	53.0995	645.74	85.2086
645.74	0.378082	645.84	1.82614	645.84	3.79779	645.84	7.39682	645.74	15.8489	645.74	31.8047	645.84	53.1019	645.84	85.216
645.84	0.387486	645.94	1.83316	645.94	3.81458	645.94	7.40073	645.84	15.8369	645.84	31.8047	645.94	53.0995	645.94	85.2133
